id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV1.122 Load 1;LV1.122 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.122;7
LV1.122 Load 2;LV1.122 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.122;7
LV1.122 Load 3;LV1.122 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.122;7
LV1.122 Load 4;LV1.122 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.122;7
LV1.122 Load 5;LV1.122 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.122;7
LV1.122 Load 6;LV1.122 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.122;7
LV1.122 Load 7;LV1.122 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.122;7
LV1.122 Load 8;LV1.122 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.122;7
LV1.122 Load 9;LV1.122 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.122;7
LV1.122 Load 10;LV1.122 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.122;7
LV1.122 Load 11;LV1.122 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.122;7
LV1.122 Load 12;LV1.122 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.122;7
LV1.122 Load 13;LV1.122 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.122;7
LV1.123 Load 1;LV1.123 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.123;7
LV1.123 Load 2;LV1.123 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.123;7
LV1.123 Load 3;LV1.123 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.123;7
LV1.123 Load 4;LV1.123 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.123;7
LV1.123 Load 5;LV1.123 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.123;7
LV1.123 Load 6;LV1.123 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.123;7
LV1.123 Load 7;LV1.123 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.123;7
LV1.123 Load 8;LV1.123 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.123;7
LV1.123 Load 9;LV1.123 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.123;7
LV1.123 Load 10;LV1.123 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.123;7
LV1.123 Load 11;LV1.123 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.123;7
LV1.123 Load 12;LV1.123 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.123;7
LV1.123 Load 13;LV1.123 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.123;7
LV1.124 Load 1;LV1.124 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.124;7
LV1.124 Load 2;LV1.124 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.124;7
LV1.124 Load 3;LV1.124 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.124;7
LV1.124 Load 4;LV1.124 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.124;7
LV1.124 Load 5;LV1.124 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.124;7
LV1.124 Load 6;LV1.124 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.124;7
LV1.124 Load 7;LV1.124 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.124;7
LV1.124 Load 8;LV1.124 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.124;7
LV1.124 Load 9;LV1.124 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.124;7
LV1.124 Load 10;LV1.124 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.124;7
LV1.124 Load 11;LV1.124 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.124;7
LV1.124 Load 12;LV1.124 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.124;7
LV1.124 Load 13;LV1.124 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.124;7
LV1.125 Load 1;LV1.125 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.125;7
LV1.125 Load 2;LV1.125 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.125;7
LV1.125 Load 3;LV1.125 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.125;7
LV1.125 Load 4;LV1.125 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.125;7
LV1.125 Load 5;LV1.125 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.125;7
LV1.125 Load 6;LV1.125 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.125;7
LV1.125 Load 7;LV1.125 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.125;7
LV1.125 Load 8;LV1.125 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.125;7
LV1.125 Load 9;LV1.125 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.125;7
LV1.125 Load 10;LV1.125 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.125;7
LV1.125 Load 11;LV1.125 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.125;7
LV1.125 Load 12;LV1.125 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.125;7
LV1.125 Load 13;LV1.125 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.125;7
LV1.126 Load 1;LV1.126 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.126;7
LV1.126 Load 2;LV1.126 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.126;7
LV1.126 Load 3;LV1.126 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.126;7
LV1.126 Load 4;LV1.126 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.126;7
LV1.126 Load 5;LV1.126 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.126;7
LV1.126 Load 6;LV1.126 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.126;7
LV1.126 Load 7;LV1.126 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.126;7
LV1.126 Load 8;LV1.126 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.126;7
LV1.126 Load 9;LV1.126 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.126;7
LV1.126 Load 10;LV1.126 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.126;7
LV1.126 Load 11;LV1.126 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.126;7
LV1.126 Load 12;LV1.126 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.126;7
LV1.126 Load 13;LV1.126 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.126;7
LV1.127 Load 1;LV1.127 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.127;7
LV1.127 Load 2;LV1.127 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.127;7
LV1.127 Load 3;LV1.127 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.127;7
LV1.127 Load 4;LV1.127 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.127;7
LV1.127 Load 5;LV1.127 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.127;7
LV1.127 Load 6;LV1.127 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.127;7
LV1.127 Load 7;LV1.127 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.127;7
LV1.127 Load 8;LV1.127 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.127;7
LV1.127 Load 9;LV1.127 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.127;7
LV1.127 Load 10;LV1.127 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.127;7
LV1.127 Load 11;LV1.127 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.127;7
LV1.127 Load 12;LV1.127 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.127;7
LV1.127 Load 13;LV1.127 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.127;7
LV1.128 Load 1;LV1.128 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.128;7
LV1.128 Load 2;LV1.128 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.128;7
LV1.128 Load 3;LV1.128 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.128;7
LV1.128 Load 4;LV1.128 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.128;7
LV1.128 Load 5;LV1.128 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.128;7
LV1.128 Load 6;LV1.128 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.128;7
LV1.128 Load 7;LV1.128 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.128;7
LV1.128 Load 8;LV1.128 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.128;7
LV1.128 Load 9;LV1.128 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.128;7
LV1.128 Load 10;LV1.128 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.128;7
LV1.128 Load 11;LV1.128 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.128;7
LV1.128 Load 12;LV1.128 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.128;7
LV1.128 Load 13;LV1.128 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.128;7
LV1.129 Load 1;LV1.129 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.129;7
LV1.129 Load 2;LV1.129 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.129;7
LV1.129 Load 3;LV1.129 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.129;7
LV1.129 Load 4;LV1.129 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.129;7
LV1.129 Load 5;LV1.129 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.129;7
LV1.129 Load 6;LV1.129 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.129;7
LV1.129 Load 7;LV1.129 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.129;7
LV1.129 Load 8;LV1.129 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.129;7
LV1.129 Load 9;LV1.129 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.129;7
LV1.129 Load 10;LV1.129 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.129;7
LV1.129 Load 11;LV1.129 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.129;7
LV1.129 Load 12;LV1.129 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.129;7
LV1.129 Load 13;LV1.129 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.129;7
LV1.130 Load 1;LV1.130 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.130;7
LV1.130 Load 2;LV1.130 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.130;7
LV1.130 Load 3;LV1.130 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.130;7
LV1.130 Load 4;LV1.130 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.130;7
LV1.130 Load 5;LV1.130 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.130;7
LV1.130 Load 6;LV1.130 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.130;7
LV1.130 Load 7;LV1.130 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.130;7
LV1.130 Load 8;LV1.130 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.130;7
LV1.130 Load 9;LV1.130 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.130;7
LV1.130 Load 10;LV1.130 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.130;7
LV1.130 Load 11;LV1.130 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.130;7
LV1.130 Load 12;LV1.130 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.130;7
LV1.130 Load 13;LV1.130 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.130;7
LV1.131 Load 1;LV1.131 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.131;7
LV1.131 Load 2;LV1.131 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.131;7
LV1.131 Load 3;LV1.131 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.131;7
LV1.131 Load 4;LV1.131 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.131;7
LV1.131 Load 5;LV1.131 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.131;7
LV1.131 Load 6;LV1.131 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.131;7
LV1.131 Load 7;LV1.131 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.131;7
LV1.131 Load 8;LV1.131 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.131;7
LV1.131 Load 9;LV1.131 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.131;7
LV1.131 Load 10;LV1.131 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.131;7
LV1.131 Load 11;LV1.131 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.131;7
LV1.131 Load 12;LV1.131 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.131;7
LV1.131 Load 13;LV1.131 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.131;7
LV1.132 Load 1;LV1.132 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.132;7
LV1.132 Load 2;LV1.132 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.132;7
LV1.132 Load 3;LV1.132 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.132;7
LV1.132 Load 4;LV1.132 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.132;7
LV1.132 Load 5;LV1.132 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.132;7
LV1.132 Load 6;LV1.132 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.132;7
LV1.132 Load 7;LV1.132 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.132;7
LV1.132 Load 8;LV1.132 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.132;7
LV1.132 Load 9;LV1.132 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.132;7
LV1.132 Load 10;LV1.132 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.132;7
LV1.132 Load 11;LV1.132 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.132;7
LV1.132 Load 12;LV1.132 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.132;7
LV1.132 Load 13;LV1.132 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.132;7
LV1.133 Load 1;LV1.133 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.133;7
LV1.133 Load 2;LV1.133 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.133;7
LV1.133 Load 3;LV1.133 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.133;7
LV1.133 Load 4;LV1.133 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.133;7
LV1.133 Load 5;LV1.133 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.133;7
LV1.133 Load 6;LV1.133 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.133;7
LV1.133 Load 7;LV1.133 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.133;7
LV1.133 Load 8;LV1.133 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.133;7
LV1.133 Load 9;LV1.133 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.133;7
LV1.133 Load 10;LV1.133 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.133;7
LV1.133 Load 11;LV1.133 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.133;7
LV1.133 Load 12;LV1.133 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.133;7
LV1.133 Load 13;LV1.133 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.133;7
LV1.134 Load 1;LV1.134 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.134;7
LV1.134 Load 2;LV1.134 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.134;7
LV1.134 Load 3;LV1.134 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.134;7
LV1.134 Load 4;LV1.134 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.134;7
LV1.134 Load 5;LV1.134 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.134;7
LV1.134 Load 6;LV1.134 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.134;7
LV1.134 Load 7;LV1.134 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.134;7
LV1.134 Load 8;LV1.134 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.134;7
LV1.134 Load 9;LV1.134 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.134;7
LV1.134 Load 10;LV1.134 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.134;7
LV1.134 Load 11;LV1.134 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.134;7
LV1.134 Load 12;LV1.134 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.134;7
LV1.134 Load 13;LV1.134 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.134;7
LV1.135 Load 1;LV1.135 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.135;7
LV1.135 Load 2;LV1.135 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.135;7
LV1.135 Load 3;LV1.135 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.135;7
LV1.135 Load 4;LV1.135 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.135;7
LV1.135 Load 5;LV1.135 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.135;7
LV1.135 Load 6;LV1.135 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.135;7
LV1.135 Load 7;LV1.135 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.135;7
LV1.135 Load 8;LV1.135 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.135;7
LV1.135 Load 9;LV1.135 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.135;7
LV1.135 Load 10;LV1.135 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.135;7
LV1.135 Load 11;LV1.135 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.135;7
LV1.135 Load 12;LV1.135 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.135;7
LV1.135 Load 13;LV1.135 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.135;7
LV1.136 Load 1;LV1.136 Bus 10;L2-A;0.006;0.002371;0.00645161;LV1.136;7
LV1.136 Load 2;LV1.136 Bus 8;H0-C;0.003;0.001186;0.00322581;LV1.136;7
LV1.136 Load 3;LV1.136 Bus 14;L1-A;0.005;0.001976;0.00537634;LV1.136;7
LV1.136 Load 4;LV1.136 Bus 13;H0-B;0.002;0.00079;0.00215054;LV1.136;7
LV1.136 Load 5;LV1.136 Bus 9;L2-A;0.004;0.001581;0.00430108;LV1.136;7
LV1.136 Load 6;LV1.136 Bus 6;L1-A;0.003;0.001186;0.00322581;LV1.136;7
LV1.136 Load 7;LV1.136 Bus 3;L1-A;0.008;0.003162;0.00860215;LV1.136;7
LV1.136 Load 8;LV1.136 Bus 1;L2-A;0.014;0.005533;0.0150538;LV1.136;7
LV1.136 Load 9;LV1.136 Bus 7;L2-A;0.003;0.001186;0.00322581;LV1.136;7
LV1.136 Load 10;LV1.136 Bus 12;L1-A;0.012;0.004743;0.0129032;LV1.136;7
LV1.136 Load 11;LV1.136 Bus 11;H0-A;0.002;0.00079;0.00215054;LV1.136;7
LV1.136 Load 12;LV1.136 Bus 2;L1-A;0.004;0.001581;0.00430108;LV1.136;7
LV1.136 Load 13;LV1.136 Bus 5;L2-A;0.014;0.005533;0.0150538;LV1.136;7
LV2.101 Load 9;LV2.101 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 85;LV2.101 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.101;7
LV2.101 Load 82;LV2.101 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.101;7
LV2.101 Load 52;LV2.101 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 12;LV2.101 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 49;LV2.101 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 10;LV2.101 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 42;LV2.101 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 84;LV2.101 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.101;7
LV2.101 Load 80;LV2.101 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.101;7
LV2.101 Load 7;LV2.101 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 60;LV2.101 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 2;LV2.101 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 45;LV2.101 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 72;LV2.101 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 77;LV2.101 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 11;LV2.101 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 3;LV2.101 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 46;LV2.101 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 40;LV2.101 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 66;LV2.101 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 41;LV2.101 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 62;LV2.101 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 81;LV2.101 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 95;LV2.101 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.101;7
LV2.101 Load 47;LV2.101 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 25;LV2.101 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 53;LV2.101 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 67;LV2.101 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 88;LV2.101 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 14;LV2.101 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 58;LV2.101 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 74;LV2.101 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 1;LV2.101 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 35;LV2.101 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 13;LV2.101 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 34;LV2.101 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.101;7
LV2.101 Load 20;LV2.101 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 39;LV2.101 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 17;LV2.101 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 6;LV2.101 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 69;LV2.101 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 90;LV2.101 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 30;LV2.101 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 78;LV2.101 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 24;LV2.101 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 73;LV2.101 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 96;LV2.101 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 44;LV2.101 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 29;LV2.101 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 16;LV2.101 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 51;LV2.101 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 86;LV2.101 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 23;LV2.101 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 79;LV2.101 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.101;7
LV2.101 Load 56;LV2.101 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 61;LV2.101 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 5;LV2.101 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 22;LV2.101 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 71;LV2.101 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 21;LV2.101 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 54;LV2.101 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 89;LV2.101 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 99;LV2.101 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 15;LV2.101 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 31;LV2.101 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 75;LV2.101 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 97;LV2.101 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 59;LV2.101 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 48;LV2.101 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 87;LV2.101 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 8;LV2.101 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 92;LV2.101 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.101;7
LV2.101 Load 38;LV2.101 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 37;LV2.101 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 26;LV2.101 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 28;LV2.101 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.101;7
LV2.101 Load 98;LV2.101 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.101;7
