node;vm;va;substation;subnet;voltLvl
LV1.130 Bus 5;1.00554;2.46997;NULL;LV1.130;7
LV1.130 Bus 6;1.00559;2.46995;NULL;LV1.130;7
LV1.130 Bus 7;1.01091;2.46841;NULL;LV1.130;7
LV1.130 Bus 8;1.01158;2.42562;NULL;LV1.130;7
LV1.130 Bus 9;1.01169;2.43367;NULL;LV1.130;7
LV1.130 Bus 10;1.0123;2.46132;NULL;LV1.130;7
LV1.130 Bus 11;1.01281;2.46118;NULL;LV1.130;7
LV1.130 Bus 12;1.0108;2.46844;NULL;LV1.130;7
LV1.130 Bus 13;1.0129;2.46345;NULL;LV1.130;7
LV1.130 Bus 14;1.00905;2.46894;NULL;LV1.130;7
LV1.131 Bus 1;1.00759;2.50547;NULL;LV1.131;7
LV1.131 Bus 2;1.01057;2.51526;NULL;LV1.131;7
LV1.131 Bus 3;1.01089;2.55479;NULL;LV1.131;7
LV1.131 Bus 4;1.01033;2.50467;NULL;LV1.131;7
LV1.131 Bus 5;1.00479;2.56325;NULL;LV1.131;7
LV1.131 Bus 6;1.00484;2.56324;NULL;LV1.131;7
LV1.131 Bus 7;1.01015;2.56169;NULL;LV1.131;7
LV1.131 Bus 8;1.01083;2.51883;NULL;LV1.131;7
LV1.131 Bus 9;1.01094;2.5269;NULL;LV1.131;7
LV1.131 Bus 10;1.01155;2.55459;NULL;LV1.131;7
LV1.131 Bus 11;1.01206;2.55444;NULL;LV1.131;7
LV1.131 Bus 12;1.01005;2.56172;NULL;LV1.131;7
LV1.131 Bus 13;1.01215;2.55672;NULL;LV1.131;7
LV1.131 Bus 14;1.0083;2.56222;NULL;LV1.131;7
LV1.132 Bus 1;1.00614;2.62743;NULL;LV1.132;7
LV1.132 Bus 2;1.00913;2.63725;NULL;LV1.132;7
LV1.132 Bus 3;1.00945;2.67689;NULL;LV1.132;7
LV1.132 Bus 4;1.00889;2.62663;NULL;LV1.132;7
LV1.132 Bus 5;1.00333;2.68538;NULL;LV1.132;7
LV1.132 Bus 6;1.00339;2.68537;NULL;LV1.132;7
LV1.132 Bus 7;1.00871;2.68381;NULL;LV1.132;7
LV1.132 Bus 8;1.00938;2.64083;NULL;LV1.132;7
LV1.132 Bus 9;1.00949;2.64892;NULL;LV1.132;7
LV1.132 Bus 10;1.0101;2.6767;NULL;LV1.132;7
LV1.132 Bus 11;1.01062;2.67655;NULL;LV1.132;7
LV1.132 Bus 12;1.0086;2.68385;NULL;LV1.132;7
LV1.132 Bus 13;1.01071;2.67883;NULL;LV1.132;7
LV1.132 Bus 14;1.00685;2.68435;NULL;LV1.132;7
LV1.133 Bus 1;1.00518;2.68378;NULL;LV1.133;7
LV1.133 Bus 2;1.00817;2.69361;NULL;LV1.133;7
LV1.133 Bus 3;1.00849;2.73333;NULL;LV1.133;7
LV1.133 Bus 4;1.00793;2.68298;NULL;LV1.133;7
LV1.133 Bus 5;1.00237;2.74184;NULL;LV1.133;7
LV1.133 Bus 6;1.00243;2.74182;NULL;LV1.133;7
LV1.133 Bus 7;1.00776;2.74027;NULL;LV1.133;7
LV1.133 Bus 8;1.00843;2.69721;NULL;LV1.133;7
LV1.133 Bus 9;1.00854;2.70531;NULL;LV1.133;7
LV1.133 Bus 10;1.00915;2.73314;NULL;LV1.133;7
LV1.133 Bus 11;1.00966;2.73299;NULL;LV1.133;7
LV1.133 Bus 12;1.00765;2.7403;NULL;LV1.133;7
LV1.133 Bus 13;1.00976;2.73528;NULL;LV1.133;7
LV1.133 Bus 14;1.0059;2.7408;NULL;LV1.133;7
LV1.134 Bus 1;1.00231;2.80242;NULL;LV1.134;7
LV1.134 Bus 2;1.00531;2.81231;NULL;LV1.134;7
LV1.134 Bus 3;1.00563;2.85225;NULL;LV1.134;7
LV1.134 Bus 4;1.00507;2.80161;NULL;LV1.134;7
LV1.134 Bus 5;0.999495;2.86081;NULL;LV1.134;7
LV1.134 Bus 6;0.999549;2.86079;NULL;LV1.134;7
LV1.134 Bus 7;1.00489;2.85923;NULL;LV1.134;7
LV1.134 Bus 8;1.00557;2.81592;NULL;LV1.134;7
LV1.134 Bus 9;1.00568;2.82407;NULL;LV1.134;7
LV1.134 Bus 10;1.00629;2.85206;NULL;LV1.134;7
LV1.134 Bus 11;1.00681;2.85191;NULL;LV1.134;7
LV1.134 Bus 12;1.00478;2.85926;NULL;LV1.134;7
LV1.134 Bus 13;1.0069;2.85421;NULL;LV1.134;7
LV1.134 Bus 14;1.00303;2.85976;NULL;LV1.134;7
LV1.135 Bus 1;1.00179;2.82325;NULL;LV1.135;7
LV1.135 Bus 2;1.00479;2.83315;NULL;LV1.135;7
LV1.135 Bus 3;1.00511;2.87313;NULL;LV1.135;7
LV1.135 Bus 4;1.00455;2.82244;NULL;LV1.135;7
LV1.135 Bus 5;0.998973;2.8817;NULL;LV1.135;7
LV1.135 Bus 6;0.999027;2.88168;NULL;LV1.135;7
LV1.135 Bus 7;1.00437;2.88012;NULL;LV1.135;7
LV1.135 Bus 8;1.00505;2.83677;NULL;LV1.135;7
LV1.135 Bus 9;1.00516;2.84492;NULL;LV1.135;7
LV1.135 Bus 10;1.00577;2.87294;NULL;LV1.135;7
LV1.135 Bus 11;1.00629;2.87279;NULL;LV1.135;7
LV1.135 Bus 12;1.00426;2.88015;NULL;LV1.135;7
LV1.135 Bus 13;1.00638;2.87509;NULL;LV1.135;7
LV1.135 Bus 14;1.00251;2.88066;NULL;LV1.135;7
LV1.136 Bus 1;1.00133;2.84143;NULL;LV1.136;7
LV1.136 Bus 2;1.00433;2.85134;NULL;LV1.136;7
LV1.136 Bus 3;1.00465;2.89136;NULL;LV1.136;7
LV1.136 Bus 4;1.00409;2.84062;NULL;LV1.136;7
LV1.136 Bus 5;0.998506;2.89994;NULL;LV1.136;7
LV1.136 Bus 6;0.99856;2.89992;NULL;LV1.136;7
LV1.136 Bus 7;1.00391;2.89835;NULL;LV1.136;7
LV1.136 Bus 8;1.00459;2.85496;NULL;LV1.136;7
LV1.136 Bus 9;1.0047;2.86312;NULL;LV1.136;7
LV1.136 Bus 10;1.00531;2.89116;NULL;LV1.136;7
LV1.136 Bus 11;1.00583;2.89101;NULL;LV1.136;7
LV1.136 Bus 12;1.0038;2.89838;NULL;LV1.136;7
LV1.136 Bus 13;1.00592;2.89332;NULL;LV1.136;7
LV1.136 Bus 14;1.00204;2.89889;NULL;LV1.136;7
LV2.101 Bus 23;0.977901;0.831355;NULL;LV2.101;7
LV2.101 Bus 53;0.975021;1.10015;NULL;LV2.101;7
LV2.101 Bus 41;0.995826;0.924181;NULL;LV2.101;7
LV2.101 Bus 13;0.978015;0.827471;NULL;LV2.101;7
LV2.101 Bus 99;0.993234;0.849635;NULL;LV2.101;7
LV2.101 Bus 14;0.978404;0.815577;NULL;LV2.101;7
LV2.101 Bus 81;0.980771;0.753129;NULL;LV2.101;7
LV2.101 Bus 15;0.993561;0.862359;NULL;LV2.101;7
LV2.101 Bus 103;0.982423;0.712242;NULL;LV2.101;7
LV2.101 Bus 69;0.983828;0.711831;NULL;LV2.101;7
LV2.101 Bus 27;0.976032;0.90056;NULL;LV2.101;7
LV2.101 Bus 93;0.978207;0.821479;NULL;LV2.101;7
LV2.101 Bus 16;0.988824;0.661867;NULL;LV2.101;7
LV2.101 Bus 94;0.975217;0.944119;NULL;LV2.101;7
LV2.101 Bus 79;0.987971;0.741518;NULL;LV2.101;7
LV2.101 Bus 38;0.985042;0.712216;NULL;LV2.101;7
LV2.101 Bus 97;0.993118;0.844764;NULL;LV2.101;7
LV2.101 Bus 58;0.979153;0.794;NULL;LV2.101;7
LV2.101 Bus 72;0.986121;0.698692;NULL;LV2.101;7
LV2.101 Bus 82;0.988882;0.74125;NULL;LV2.101;7
LV2.101 Bus 21;0.974991;0.965277;NULL;LV2.101;7
LV2.101 Bus 101;0.994369;0.887151;NULL;LV2.101;7
LV2.101 Bus 22;0.985123;0.711457;NULL;LV2.101;7
LV2.101 Bus 37;0.994911;0.901781;NULL;LV2.101;7
LV2.101 Bus 61;0.97551;1.10001;NULL;LV2.101;7
LV2.101 Bus 90;0.982856;0.712115;NULL;LV2.101;7
LV2.101 Bus 33;0.987944;0.741526;NULL;LV2.101;7
LV2.101 Bus 88;0.977958;0.829332;NULL;LV2.101;7
LV2.101 Bus 102;0.97675;0.873305;NULL;LV2.101;7
LV2.101 Bus 2;0.974822;0.983747;NULL;LV2.101;7
LV2.101 Bus 57;0.974792;0.990465;NULL;LV2.101;7
LV2.101 Bus 87;0.995816;0.924184;NULL;LV2.101;7
LV2.101 Bus 36;0.985142;0.712187;NULL;LV2.101;7
LV2.101 Bus 56;0.975974;0.902938;NULL;LV2.101;7
LV2.101 Bus 55;0.991888;0.781594;NULL;LV2.101;7
LV2.101 Bus 59;0.980512;0.75899;NULL;LV2.101;7
LV2.101 Bus 70;0.980219;0.765837;NULL;LV2.101;7
LV2.101 Bus 51;0.989308;0.741126;NULL;LV2.101;7
LV2.101 Bus 62;0.988275;0.741427;NULL;LV2.101;7
LV2.101 Bus 30;0.973515;1.05904;NULL;LV2.101;7
LV2.101 Bus 3;0.989281;0.738544;NULL;LV2.101;7
LV2.101 Bus 4;0.980133;0.767932;NULL;LV2.101;7
LV2.101 Bus 52;0.975499;1.08287;NULL;LV2.101;7
LV2.101 Bus 32;0.975844;0.909022;NULL;LV2.101;7
LV2.101 Bus 5;0.99244;0.803565;NULL;LV2.101;7
LV2.101 Bus 35;0.988848;0.74126;NULL;LV2.101;7
LV2.101 Bus 24;0.992611;0.817083;NULL;LV2.101;7
LV2.101 Bus 11;0.97381;1.05896;NULL;LV2.101;7
LV2.101 Bus 80;0.986677;0.692629;NULL;LV2.101;7
LV2.101 Bus 50;0.992421;0.801723;NULL;LV2.101;7
LV2.101 Bus 8;0.981917;0.712393;NULL;LV2.101;7
LV2.101 Bus 45;0.992825;0.830171;NULL;LV2.101;7
LV2.101 Bus 85;0.985633;0.689833;NULL;LV2.101;7
LV2.101 Bus 1;0.988348;0.676167;NULL;LV2.101;7
LV2.101 Bus 46;0.973395;1.05908;NULL;LV2.101;7
LV2.101 Bus 10;0.97475;1.05869;NULL;LV2.101;7
LV2.101 Bus 92;0.989;0.68881;NULL;LV2.101;7
LV2.101 Bus 65;0.989069;0.711005;NULL;LV2.101;7
LV2.101 Bus 9;0.981791;0.712428;NULL;LV2.101;7
LV2.101 Bus 28;0.974381;1.05879;NULL;LV2.101;7
LV2.101 Bus 7;0.98;0.771348;NULL;LV2.101;7
LV2.101 Bus 6;0.984921;0.697495;NULL;LV2.101;7
LV2.101 Bus 19;0.989003;0.657122;NULL;LV2.101;7
LV2.101 Bus 95;0.975319;1.10007;NULL;LV2.101;7
LV2.101 Bus 34;0.981984;0.712373;NULL;LV2.101;7
LV2.101 Bus 42;0.974979;1.10016;NULL;LV2.101;7
LV2.101 Bus 71;0.982961;0.721296;NULL;LV2.101;7
LV2.101 Bus 20;0.975565;1.08635;NULL;LV2.101;7
LV2.101 Bus 12;0.985625;0.704684;NULL;LV2.101;7
LV2.101 Bus 18;0.985037;0.712217;NULL;LV2.101;7
LV2.101 Bus 29;0.975451;0.928785;NULL;LV2.101;7
LV2.101 Bus 49;0.976659;0.876433;NULL;LV2.101;7
LV2.101 Bus 25;0.983324;0.711977;NULL;LV2.101;7
LV2.101 Bus 68;0.988183;0.664567;NULL;LV2.101;7
LV2.101 Bus 89;0.984311;0.711691;NULL;LV2.101;7
LV2.101 Bus 26;0.974926;1.04878;NULL;LV2.101;7
LV2.101 Bus 73;0.981958;0.712381;NULL;LV2.101;7
LV2.101 Bus 43;0.989098;0.71684;NULL;LV2.101;7
LV2.101 Bus 91;0.98731;0.686058;NULL;LV2.101;7
LV2.101 Bus 40;0.975854;1.09992;NULL;LV2.101;7
LV2.101 Bus 78;0.974748;1.02025;NULL;LV2.101;7
LV2.101 Bus 63;0.988714;0.741299;NULL;LV2.101;7
LV2.101 Bus 39;0.977264;0.856498;NULL;LV2.101;7
LV2.101 Bus 75;0.975141;1.10012;NULL;LV2.101;7
LV2.101 Bus 31;0.98249;0.712222;NULL;LV2.101;7
LV2.101 Bus 67;0.974079;1.05888;NULL;LV2.101;7
LV2.101 Bus 83;0.982377;0.712256;NULL;LV2.101;7
LV2.101 Bus 86;0.992149;0.79166;NULL;LV2.101;7
LV2.101 Bus 17;0.987985;0.741513;NULL;LV2.101;7
LV2.101 Bus 84;0.988417;0.673987;NULL;LV2.101;7
LV2.101 Bus 96;0.988975;0.670156;NULL;LV2.101;7
LV2.101 Bus 77;0.987959;0.741521;NULL;LV2.101;7
LV2.101 Bus 44;0.980992;0.749259;NULL;LV2.101;7
LV2.101 Bus 100;0.988232;0.74144;NULL;LV2.101;7
LV2.101 Bus 66;0.993687;0.866612;NULL;LV2.101;7
LV2.101 Bus 74;0.988607;0.74133;NULL;LV2.101;7
LV2.102 Bus 23;0.977733;0.83625;NULL;LV2.102;7
LV2.102 Bus 53;0.974852;1.10514;NULL;LV2.102;7
LV2.102 Bus 41;0.99566;0.929106;NULL;LV2.102;7
LV2.102 Bus 13;0.977847;0.832364;NULL;LV2.102;7
LV2.102 Bus 99;0.993068;0.854535;NULL;LV2.102;7
LV2.102 Bus 14;0.978235;0.820467;NULL;LV2.102;7
LV2.102 Bus 81;0.980602;0.757997;NULL;LV2.102;7
LV2.102 Bus 15;0.993395;0.867263;NULL;LV2.102;7
LV2.102 Bus 103;0.982255;0.717096;NULL;LV2.102;7
LV2.102 Bus 69;0.98366;0.716685;NULL;LV2.102;7
LV2.102 Bus 27;0.975863;0.905479;NULL;LV2.102;7
LV2.102 Bus 93;0.978038;0.826371;NULL;LV2.102;7
LV2.102 Bus 16;0.988657;0.666704;NULL;LV2.102;7
LV2.102 Bus 94;0.975048;0.949053;NULL;LV2.102;7
LV2.102 Bus 79;0.987804;0.746382;NULL;LV2.102;7
LV2.102 Bus 38;0.984874;0.71707;NULL;LV2.102;7
LV2.102 Bus 97;0.992952;0.849662;NULL;LV2.102;7
LV2.102 Bus 58;0.978984;0.798882;NULL;LV2.102;7
LV2.102 Bus 72;0.985954;0.703541;NULL;LV2.102;7
LV2.102 Bus 82;0.988715;0.746114;NULL;LV2.102;7
LV2.102 Bus 21;0.974822;0.970219;NULL;LV2.102;7
LV2.102 Bus 101;0.994203;0.892064;NULL;LV2.102;7
LV2.102 Bus 22;0.984955;0.716311;NULL;LV2.102;7
LV2.102 Bus 37;0.994745;0.906699;NULL;LV2.102;7
LV2.102 Bus 61;0.975341;1.105;NULL;LV2.102;7
LV2.102 Bus 90;0.982688;0.716969;NULL;LV2.102;7
LV2.102 Bus 33;0.987777;0.746389;NULL;LV2.102;7
LV2.102 Bus 88;0.977789;0.834227;NULL;LV2.102;7
LV2.102 Bus 102;0.976581;0.878214;NULL;LV2.102;7
LV2.102 Bus 2;0.974653;0.988695;NULL;LV2.102;7
LV2.102 Bus 57;0.974622;0.995415;NULL;LV2.102;7
LV2.102 Bus 87;0.995651;0.929109;NULL;LV2.102;7
LV2.102 Bus 36;0.984974;0.717041;NULL;LV2.102;7
LV2.102 Bus 56;0.975805;0.907858;NULL;LV2.102;7
LV2.102 Bus 55;0.991721;0.786471;NULL;LV2.102;7
LV2.102 Bus 59;0.980344;0.76386;NULL;LV2.102;7
LV2.102 Bus 70;0.980051;0.77071;NULL;LV2.102;7
LV2.102 Bus 51;0.989141;0.745989;NULL;LV2.102;7
LV2.102 Bus 62;0.988108;0.746291;NULL;LV2.102;7
LV2.102 Bus 30;0.973345;1.06402;NULL;LV2.102;7
LV2.102 Bus 3;0.989114;0.743406;NULL;LV2.102;7
LV2.102 Bus 4;0.979964;0.772805;NULL;LV2.102;7
LV2.102 Bus 52;0.97533;1.08785;NULL;LV2.102;7
LV2.102 Bus 32;0.975675;0.913943;NULL;LV2.102;7
LV2.102 Bus 5;0.992274;0.808449;NULL;LV2.102;7
LV2.102 Bus 35;0.988681;0.746124;NULL;LV2.102;7
LV2.102 Bus 24;0.992445;0.821972;NULL;LV2.102;7
LV2.102 Bus 11;0.973641;1.06393;NULL;LV2.102;7
LV2.102 Bus 80;0.98651;0.697476;NULL;LV2.102;7
LV2.102 Bus 50;0.992254;0.806607;NULL;LV2.102;7
LV2.102 Bus 8;0.981749;0.717247;NULL;LV2.102;7
LV2.102 Bus 45;0.992659;0.835065;NULL;LV2.102;7
LV2.102 Bus 85;0.985466;0.694679;NULL;LV2.102;7
LV2.102 Bus 1;0.988181;0.681008;NULL;LV2.102;7
LV2.102 Bus 46;0.973226;1.06405;NULL;LV2.102;7
LV2.102 Bus 10;0.97458;1.06366;NULL;LV2.102;7
LV2.102 Bus 92;0.988833;0.693656;NULL;LV2.102;7
LV2.102 Bus 65;0.988902;0.715858;NULL;LV2.102;7
LV2.102 Bus 9;0.981623;0.717282;NULL;LV2.102;7
LV2.102 Bus 28;0.974211;1.06377;NULL;LV2.102;7
LV2.102 Bus 7;0.979832;0.776222;NULL;LV2.102;7
LV2.102 Bus 6;0.984754;0.702344;NULL;LV2.102;7
LV2.102 Bus 19;0.988836;0.661957;NULL;LV2.102;7
LV2.102 Bus 95;0.97515;1.10505;NULL;LV2.102;7
LV2.102 Bus 34;0.981816;0.717227;NULL;LV2.102;7
LV2.102 Bus 42;0.97481;1.10515;NULL;LV2.102;7
LV2.102 Bus 71;0.982793;0.726153;NULL;LV2.102;7
LV2.102 Bus 20;0.975396;1.09133;NULL;LV2.102;7
LV2.102 Bus 12;0.985457;0.709536;NULL;LV2.102;7
LV2.102 Bus 18;0.984869;0.717071;NULL;LV2.102;7
LV2.102 Bus 29;0.975282;0.933714;NULL;LV2.102;7
LV2.102 Bus 49;0.97649;0.881344;NULL;LV2.102;7
LV2.102 Bus 25;0.983156;0.716831;NULL;LV2.102;7
LV2.102 Bus 68;0.988016;0.669404;NULL;LV2.102;7
LV2.102 Bus 89;0.984144;0.716545;NULL;LV2.102;7
LV2.102 Bus 26;0.974757;1.05375;NULL;LV2.102;7
LV2.102 Bus 73;0.981789;0.717235;NULL;LV2.102;7
LV2.102 Bus 43;0.988931;0.721695;NULL;LV2.102;7
LV2.102 Bus 91;0.987142;0.690903;NULL;LV2.102;7
LV2.102 Bus 40;0.975685;1.10491;NULL;LV2.102;7
LV2.102 Bus 78;0.974579;1.02521;NULL;LV2.102;7
LV2.102 Bus 63;0.988547;0.746163;NULL;LV2.102;7
LV2.102 Bus 39;0.977095;0.861401;NULL;LV2.102;7
LV2.102 Bus 75;0.974971;1.1051;NULL;LV2.102;7
LV2.102 Bus 31;0.982322;0.717076;NULL;LV2.102;7
LV2.102 Bus 67;0.97391;1.06385;NULL;LV2.102;7
LV2.102 Bus 83;0.982209;0.71711;NULL;LV2.102;7
LV2.102 Bus 86;0.991983;0.79654;NULL;LV2.102;7
LV2.102 Bus 17;0.987818;0.746377;NULL;LV2.102;7
LV2.102 Bus 84;0.98825;0.678828;NULL;LV2.102;7
LV2.102 Bus 96;0.988808;0.674996;NULL;LV2.102;7
LV2.102 Bus 77;0.987792;0.746385;NULL;LV2.102;7
LV2.102 Bus 44;0.980824;0.754125;NULL;LV2.102;7
LV2.102 Bus 100;0.988065;0.746304;NULL;LV2.102;7
LV2.102 Bus 66;0.99352;0.871518;NULL;LV2.102;7
LV2.102 Bus 74;0.98844;0.746194;NULL;LV2.102;7
LV2.103 Bus 23;0.977427;0.844355;NULL;LV2.103;7
LV2.103 Bus 53;0.974545;1.11341;NULL;LV2.103;7
LV2.103 Bus 41;0.99536;0.937265;NULL;LV2.103;7
LV2.103 Bus 13;0.977541;0.840467;NULL;LV2.103;7
LV2.103 Bus 99;0.992767;0.862649;NULL;LV2.103;7
LV2.103 Bus 14;0.97793;0.828562;NULL;LV2.103;7
LV2.103 Bus 81;0.980298;0.766053;NULL;LV2.103;7
LV2.103 Bus 15;0.993094;0.875384;NULL;LV2.103;7
LV2.103 Bus 103;0.981951;0.725127;NULL;LV2.103;7
LV2.103 Bus 69;0.983356;0.724715;NULL;LV2.103;7
LV2.103 Bus 27;0.975557;0.913628;NULL;LV2.103;7
LV2.103 Bus 93;0.977733;0.83447;NULL;LV2.103;7
LV2.103 Bus 16;0.988355;0.674703;NULL;LV2.103;7
LV2.103 Bus 94;0.974741;0.957229;NULL;LV2.103;7
LV2.103 Bus 79;0.987501;0.75443;NULL;LV2.103;7
LV2.103 Bus 38;0.984571;0.7251;NULL;LV2.103;7
LV2.103 Bus 97;0.992651;0.857773;NULL;LV2.103;7
LV2.103 Bus 58;0.978679;0.806963;NULL;LV2.103;7
LV2.103 Bus 72;0.985651;0.711563;NULL;LV2.103;7
LV2.103 Bus 82;0.988413;0.754162;NULL;LV2.103;7
LV2.103 Bus 21;0.974515;0.978408;NULL;LV2.103;7
LV2.103 Bus 101;0.993902;0.9002;NULL;LV2.103;7
LV2.103 Bus 22;0.984652;0.724341;NULL;LV2.103;7
LV2.103 Bus 37;0.994444;0.914844;NULL;LV2.103;7
LV2.103 Bus 61;0.975034;1.11328;NULL;LV2.103;7
LV2.103 Bus 90;0.982384;0.724999;NULL;LV2.103;7
LV2.103 Bus 33;0.987474;0.754438;NULL;LV2.103;7
LV2.103 Bus 88;0.977484;0.84233;NULL;LV2.103;7
LV2.103 Bus 102;0.976275;0.886345;NULL;LV2.103;7
LV2.103 Bus 2;0.974346;0.996896;NULL;LV2.103;7
LV2.103 Bus 57;0.974316;1.00362;NULL;LV2.103;7
LV2.103 Bus 87;0.995351;0.937268;NULL;LV2.103;7
LV2.103 Bus 36;0.984671;0.725071;NULL;LV2.103;7
LV2.103 Bus 56;0.975499;0.916008;NULL;LV2.103;7
LV2.103 Bus 55;0.99142;0.794544;NULL;LV2.103;7
LV2.103 Bus 59;0.980039;0.771919;NULL;LV2.103;7
LV2.103 Bus 70;0.979746;0.778773;NULL;LV2.103;7
LV2.103 Bus 51;0.988839;0.754037;NULL;LV2.103;7
LV2.103 Bus 62;0.987806;0.754339;NULL;LV2.103;7
LV2.103 Bus 30;0.973038;1.07226;NULL;LV2.103;7
LV2.103 Bus 3;0.988812;0.751453;NULL;LV2.103;7
LV2.103 Bus 4;0.979659;0.780871;NULL;LV2.103;7
LV2.103 Bus 52;0.975023;1.09611;NULL;LV2.103;7
LV2.103 Bus 32;0.975369;0.922097;NULL;LV2.103;7
LV2.103 Bus 5;0.991973;0.816535;NULL;LV2.103;7
LV2.103 Bus 35;0.988379;0.754172;NULL;LV2.103;7
LV2.103 Bus 24;0.992144;0.830066;NULL;LV2.103;7
LV2.103 Bus 11;0.973334;1.07218;NULL;LV2.103;7
LV2.103 Bus 80;0.986207;0.705495;NULL;LV2.103;7
LV2.103 Bus 50;0.991953;0.814692;NULL;LV2.103;7
LV2.103 Bus 8;0.981445;0.725277;NULL;LV2.103;7
LV2.103 Bus 45;0.992358;0.843167;NULL;LV2.103;7
LV2.103 Bus 85;0.985162;0.702696;NULL;LV2.103;7
LV2.103 Bus 1;0.987879;0.689017;NULL;LV2.103;7
LV2.103 Bus 46;0.972919;1.0723;NULL;LV2.103;7
LV2.103 Bus 10;0.974274;1.07191;NULL;LV2.103;7
LV2.103 Bus 92;0.988531;0.701672;NULL;LV2.103;7
LV2.103 Bus 65;0.9886;0.723888;NULL;LV2.103;7
LV2.103 Bus 9;0.981319;0.725312;NULL;LV2.103;7
LV2.103 Bus 28;0.973904;1.07202;NULL;LV2.103;7
LV2.103 Bus 7;0.979527;0.784289;NULL;LV2.103;7
LV2.103 Bus 6;0.98445;0.710366;NULL;LV2.103;7
LV2.103 Bus 19;0.988534;0.669953;NULL;LV2.103;7
LV2.103 Bus 95;0.974844;1.11333;NULL;LV2.103;7
LV2.103 Bus 34;0.981511;0.725258;NULL;LV2.103;7
LV2.103 Bus 42;0.974503;1.11342;NULL;LV2.103;7
LV2.103 Bus 71;0.982489;0.734189;NULL;LV2.103;7
LV2.103 Bus 20;0.97509;1.0996;NULL;LV2.103;7
LV2.103 Bus 12;0.985154;0.717562;NULL;LV2.103;7
LV2.103 Bus 18;0.984566;0.725102;NULL;LV2.103;7
LV2.103 Bus 29;0.974976;0.94188;NULL;LV2.103;7
LV2.103 Bus 49;0.976184;0.889477;NULL;LV2.103;7
LV2.103 Bus 25;0.982852;0.724862;NULL;LV2.103;7
LV2.103 Bus 68;0.987713;0.677406;NULL;LV2.103;7
LV2.103 Bus 89;0.98384;0.724575;NULL;LV2.103;7
LV2.103 Bus 26;0.97445;1.06199;NULL;LV2.103;7
LV2.103 Bus 73;0.981485;0.725265;NULL;LV2.103;7
LV2.103 Bus 43;0.988629;0.729728;NULL;LV2.103;7
LV2.103 Bus 91;0.98684;0.698917;NULL;LV2.103;7
LV2.103 Bus 40;0.975378;1.11318;NULL;LV2.103;7
LV2.103 Bus 78;0.974272;1.03343;NULL;LV2.103;7
LV2.103 Bus 63;0.988245;0.754211;NULL;LV2.103;7
LV2.103 Bus 39;0.97679;0.869522;NULL;LV2.103;7
LV2.103 Bus 75;0.974665;1.11338;NULL;LV2.103;7
LV2.103 Bus 31;0.982018;0.725107;NULL;LV2.103;7
LV2.103 Bus 67;0.973603;1.0721;NULL;LV2.103;7
LV2.103 Bus 83;0.981905;0.72514;NULL;LV2.103;7
LV2.103 Bus 86;0.991682;0.804619;NULL;LV2.103;7
LV2.103 Bus 17;0.987516;0.754425;NULL;LV2.103;7
LV2.103 Bus 84;0.987948;0.686835;NULL;LV2.103;7
LV2.103 Bus 96;0.988506;0.683;NULL;LV2.103;7
LV2.103 Bus 77;0.98749;0.754433;NULL;LV2.103;7
LV2.103 Bus 44;0.980519;0.762179;NULL;LV2.103;7
LV2.103 Bus 100;0.987763;0.754352;NULL;LV2.103;7
LV2.103 Bus 66;0.99322;0.879642;NULL;LV2.103;7
LV2.103 Bus 74;0.988138;0.754242;NULL;LV2.103;7
LV2.104 Bus 23;0.977354;0.846095;NULL;LV2.104;7
LV2.104 Bus 53;0.974472;1.11519;NULL;LV2.104;7
LV2.104 Bus 41;0.995288;0.939018;NULL;LV2.104;7
LV2.104 Bus 13;0.977468;0.842207;NULL;LV2.104;7
LV2.104 Bus 99;0.992696;0.864391;NULL;LV2.104;7
LV2.104 Bus 14;0.977857;0.8303;NULL;LV2.104;7
LV2.104 Bus 81;0.980225;0.767782;NULL;LV2.104;7
LV2.104 Bus 15;0.993023;0.877129;NULL;LV2.104;7
LV2.104 Bus 103;0.981879;0.726849;NULL;LV2.104;7
LV2.104 Bus 69;0.983284;0.726437;NULL;LV2.104;7
LV2.104 Bus 27;0.975484;0.915378;NULL;LV2.104;7
LV2.104 Bus 93;0.97766;0.836209;NULL;LV2.104;7
LV2.104 Bus 16;0.988283;0.676418;NULL;LV2.104;7
LV2.104 Bus 94;0.974668;0.958986;NULL;LV2.104;7
LV2.104 Bus 79;0.987429;0.756157;NULL;LV2.104;7
LV2.104 Bus 38;0.984499;0.726823;NULL;LV2.104;7
LV2.104 Bus 97;0.99258;0.859515;NULL;LV2.104;7
LV2.104 Bus 58;0.978606;0.808698;NULL;LV2.104;7
LV2.104 Bus 72;0.985579;0.713284;NULL;LV2.104;7
LV2.104 Bus 82;0.988341;0.755889;NULL;LV2.104;7
LV2.104 Bus 21;0.974442;0.980168;NULL;LV2.104;7
LV2.104 Bus 101;0.993831;0.901948;NULL;LV2.104;7
LV2.104 Bus 22;0.98458;0.726063;NULL;LV2.104;7
LV2.104 Bus 37;0.994373;0.916594;NULL;LV2.104;7
LV2.104 Bus 61;0.974961;1.11506;NULL;LV2.104;7
LV2.104 Bus 90;0.982312;0.726722;NULL;LV2.104;7
LV2.104 Bus 33;0.987402;0.756165;NULL;LV2.104;7
LV2.104 Bus 88;0.977411;0.84407;NULL;LV2.104;7
LV2.104 Bus 102;0.976202;0.888092;NULL;LV2.104;7
